donor_id,donation_id,campaign_id,donation_date,transaction_fee,payment_method,donation_amount,device_type
8aaf5bee-72f7-42a0-9ffc-72722725b85c,a2139fc5-acf3-44e9-ac9f-44882115b112,61baa425-8005-4ca7-a7c2-e308bd04570e,2023-05-02 00:17:43,0.88,Credit Card,147.25,Mobile
f1602872-1e0d-4cc2-85e9-e09ed2968a70,4f257f93-53b4-4eb0-96fc-62f5d69ecc37,4219171b-f6c5-45d4-84d2-b0f2d6af8d1c,2023-05-02 00:27:05,4.97,Bank Transfer,113.28,Desktop
78b536e9-74dd-4ea7-ae94-607523a0a07b,4d12b9a1-875d-4096-a60d-3874ac813c96,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2023-05-02 01:10:15,2.68,Credit Card,156.85,Tablet
62e93f9d-299c-4162-bd8f-4ea74520e1a7,d8b5620a-0b9a-4c3e-9142-e8001d9df45a,6823125d-121e-4073-9785-5ea521b717a2,2023-05-02 02:23:31,4.63,Credit Card,16.42,Desktop
ef50773f-9413-4c9f-bba4-caa83a82ac92,acd3fba6-543c-4a94-9573-6365a4845dcb,4219171b-f6c5-45d4-84d2-b0f2d6af8d1c,2023-05-02 02:26:26,4.16,Credit Card,34.69,Desktop
62e93f9d-299c-4162-bd8f-4ea74520e1a7,24f65157-5e70-4072-8e08-b727b9ff8433,8a554f71-1506-4a60-8b76-93c3e6175eb6,2023-05-02 03:31:13,4.3,PayPal,21.24,Tablet
ff5e7f17-2af2-4661-8b7e-8676dc486c6e,1c5e70ea-1060-4d0e-94d9-82137d59c8f4,,2023-05-02 07:07:43,1.1,Credit Card,96.82,Desktop
4db1203b-d2e6-4183-9e79-e06095ff3d34,ab359516-d661-41d2-89de-9e4deaedb405,82c0b061-0523-4690-9e6f-a7e2226fabc4,2023-05-02 09:20:42,2.25,Bank Transfer,131.22,Tablet
b7365f7b-495e-4628-8c4a-0695b85060b7,9279d581-e32e-418b-ae34-723f917be0ff,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-02 09:22:21,2.13,Credit Card,68.29,Mobile
6260989d-deab-4bf2-91b7-e64e2ae4e83c,b9815638-e51b-46b1-b7a6-2538689fcc48,ce85ba81-94a9-4446-90af-9e84134103ad,2023-05-02 15:16:50,1.77,Credit Card,62.88,Desktop
39b59ff7-af13-417d-8aa0-6f9b04a46dcf,dc889c29-a98a-4e9b-80a7-247c515245cf,ce85ba81-94a9-4446-90af-9e84134103ad,2023-05-03 03:01:05,0.54,PayPal,114.91,Mobile
f1e7e193-0cc1-4e22-92b9-8584837b5a44,55a32f98-0fb0-413a-8892-956f0f2d77fa,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-03 06:29:39,4.64,Credit Card,168.36,Desktop
7d5917ec-6779-49b9-8d7a-17b086cdf462,2eb5761a-44bb-44b9-b3a7-4abc758b8838,9cd95457-0dc8-4c65-80ea-7b4db9d9df55,2023-05-03 14:16:00,2.15,Credit Card,110.62,Desktop
0f12f173-1cf8-4db4-937f-70504ef99d44,e2bd524a-ac24-434b-9337-1352b7531394,8a554f71-1506-4a60-8b76-93c3e6175eb6,2023-05-03 17:16:15,4.5,Credit Card,68.63,Desktop
388e0286-44d5-4980-8ceb-c01c4d804631,126e9b27-0448-4971-9724-1b2774e2b8a1,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-03 18:34:42,1.32,PayPal,168.01,Tablet
bb915b1d-d750-4de2-9677-35d932b3bce1,b7477f2b-4ba5-4cbe-820c-9d7355a288e4,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2023-05-03 18:45:48,0.79,Bank Transfer,104.35,Mobile
040498fd-586d-4828-924b-544dc7d6555c,f681bc81-f6f7-4865-b6e2-64fa9ce2ddca,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2023-05-03 21:57:52,3.33,PayPal,125.28,Mobile
0fce4a8e-bd21-4715-84f5-c419ff447fe6,e47d93be-207e-4ed6-9662-ff6b7b7ff243,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2023-05-03 22:03:13,3.64,Bank Transfer,96.31,Mobile
4f801434-7b3e-4105-a522-ede3a1831d32,53369a8d-331f-48ec-9bb0-977fb4bcd2ca,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-04 04:04:55,1.96,PayPal,46.12,Desktop
e868bfd8-c371-4f5b-95c8-a1c6672f3efd,5f7f47ea-eac1-404c-a828-8006f9664e92,1a26f42a-554d-4a64-9ff4-a353b563886f,2023-05-04 10:40:27,1.33,PayPal,163.2,Mobile
764ae88d-e634-49f7-bd29-197558cc4e19,5c197629-00c0-411c-a487-750641974a6e,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-04 10:55:01,1.39,Bank Transfer,36.68,Desktop
a7e11298-2ccb-477a-89ca-276fab811a71,68b53d41-4868-4041-b977-4b1f21f36f0c,,2023-05-04 12:00:38,1.94,Bank Transfer,83.49,Tablet
3298433f-9188-44fb-b62b-d9d0b1ff9ca2,a53f90c7-c0bb-48a1-8fbd-454bb365ccf9,2668553e-eabb-4519-b5cf-55ca9abd5474,2023-05-04 12:25:57,3.56,PayPal,107.79,Mobile
4f70eb97-87a7-42e9-9e2a-7f4f04bfca91,076ddd94-ba1b-4173-aa78-aa724fa8d789,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2023-05-04 13:23:23,1.33,Bank Transfer,112.48,Mobile
e515d309-4522-4fe8-8a7e-4ad20d2a8a56,ae76e9f1-94ad-4d5f-b9f5-901817f6a611,82c0b061-0523-4690-9e6f-a7e2226fabc4,2023-05-04 18:12:31,3.56,Credit Card,21.57,Mobile
0ab43f30-6049-4718-a70b-bd9483b1f36a,b96b5cfd-1a7d-45df-a1f9-10d1af032d7c,8a554f71-1506-4a60-8b76-93c3e6175eb6,2023-05-04 19:25:14,0.78,PayPal,29.15,Tablet
7265fd7c-90e2-4de8-b0bc-ea37ce147c4d,6b9927ac-747c-4124-8782-c4214b8c21af,1a26f42a-554d-4a64-9ff4-a353b563886f,2023-05-04 20:07:10,0.99,Bank Transfer,188.58,Mobile
ea196fad-e783-4e34-9ae2-83b9c4f60ea2,ab9d3a97-4170-47c2-90cd-deb29d294d0b,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2023-05-05 01:12:40,1.62,PayPal,179.84,Mobile
872704af-c2d6-4051-99a9-44a85c39474d,e4e1bc21-4726-442d-9d88-0074b9231946,07f1d9ed-cebb-4d9c-9e60-785c418862c3,2023-05-05 01:28:54,None,PayPal,114.7,Desktop
8d949958-f546-45c3-8496-85180848128b,80ddb67a-23b3-4d4a-8076-19198585bb09,4d38cf8e-122e-4fde-9be6-5943cef97660,2023-05-05 01:35:46,2.66,PayPal,168.17,Mobile
845274d7-6bc2-4f35-ad98-155a89e677f7,50939311-9e95-4154-bbd6-d173a80ee6f2,8a554f71-1506-4a60-8b76-93c3e6175eb6,2023-05-05 04:57:20,2.76,Credit Card,26.66,Mobile
97afd205-3994-45d4-bda2-deb6f906d452,4d9ed10e-9fbe-485d-be4e-2c9b0d13ccec,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-05 05:06:15,1.2,Bank Transfer,111.42,Mobile
c0df1875-e582-4408-a873-e257afd0c1b8,2ec23666-cb52-4171-93f4-0b7c6f565983,1dbf21d3-0e6d-432a-9842-3546623d41a2,2023-05-05 06:42:38,3.47,PayPal,143.04,Desktop
7045ce61-3544-46d3-8ec6-5a313fb12060,ea823a9d-2bac-45ca-9769-cc2c85aae25d,ce85ba81-94a9-4446-90af-9e84134103ad,2023-05-05 08:31:30,2.93,Bank Transfer,96.36,Desktop
4caeb590-a4fe-4f63-89a1-52686582a53e,1b00c8a2-8b0d-49c7-a200-fd087790dc77,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2023-05-05 10:02:28,2.6,PayPal,113.11,Desktop
1659f49c-667c-4a9d-9f3c-dd04d11d0cce,9c491ba4-c223-49dc-a04b-80610aed1782,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2023-05-05 13:27:45,1.57,Bank Transfer,165.79,Desktop
9d35ce08-78c4-48e1-8540-b852aab628e6,5c09ce83-1045-4d05-8ca7-926892b4df24,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2023-05-05 14:55:30,1.0,Credit Card,26.85,Desktop
2a7b2bc2-6bd6-40b1-a8cd-0b85f6e12306,d7b52c36-5179-498f-887b-6fa6ce891bf0,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2023-05-05 16:37:04,1.61,Credit Card,172.78,Desktop
e02505e6-0b4e-446e-9b7c-ebb7054849cb,a0cf8f4b-d867-4b88-a455-41fcce56b216,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2023-05-05 16:46:48,3.33,Credit Card,44.97,Mobile
36536969-7341-4e03-ba9b-76d38e5d755f,42961446-15d6-4584-aac2-f34835adcb61,2668553e-eabb-4519-b5cf-55ca9abd5474,2023-05-05 18:25:22,2.64,PayPal,95.19,Desktop
21a48981-40d4-4bda-ba47-053a426cefc4,ee91c31a-85fe-4e58-aca9-bcdfdcf59f42,6823125d-121e-4073-9785-5ea521b717a2,2023-05-05 18:35:03,4.47,Bank Transfer,183.3,Tablet
1522ce6f-36db-4e9f-8274-ce6e5c92a63e,4ee5cf69-2e7f-4a59-967e-135d21c5e626,,2023-05-05 18:58:52,1.3,Credit Card,63.06,Mobile
8128e1d9-b1ef-4db6-a392-e17844599d0f,a2c78bd9-6f01-4c8d-9d38-640f80fa0b56,ae3b4c97-da43-4c44-ad06-c409ada04238,2023-05-05 19:32:48,0.77,Bank Transfer,NA,Desktop
2a040348-d27a-456e-b6e4-5fe1419edec9,281978b9-01da-4b79-9185-2ccbffccc75a,61baa425-8005-4ca7-a7c2-e308bd04570e,2023-05-05 23:58:06,1.07,Bank Transfer,158.33,Tablet
a862344b-a561-4eef-b1aa-c14777aabfd2,781ba383-d680-4b7d-843d-29b33766ee4e,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2023-05-06 00:21:22,1.35,PayPal,133.48,Mobile
b064e736-bc17-4fc1-9ac6-ecdac7e1c8c1,05c9de69-33d1-48f3-b8d4-942c1336df25,ae3b4c97-da43-4c44-ad06-c409ada04238,2023-05-06 02:33:11,2.41,Credit Card,176.52,Tablet
3061bd20-143a-4c2a-8e4f-6c1c3f28a842,9f50fe6e-da27-419d-ade9-33b34a4bc76c,2668553e-eabb-4519-b5cf-55ca9abd5474,2023-05-06 02:44:02,0.69,PayPal,192.63,Mobile
53a4ca7e-cc75-4b19-ac03-f4d21a2096fd,6387b3aa-e455-4565-9d04-a66caf0361df,61baa425-8005-4ca7-a7c2-e308bd04570e,2023-05-06 10:29:53,3.54,Bank Transfer,128.39,Mobile
22f65f25-039f-4352-bf79-358b820aef14,1c590f86-853e-4b5f-bb77-79d40ed5c75d,ae3b4c97-da43-4c44-ad06-c409ada04238,2023-05-06 14:36:04,4.19,PayPal,12.97,Desktop
eeea3eea-2e24-4d7f-a9fa-230bf34f713c,d1bb95a7-ca56-4e55-9494-d69efa302936,6823125d-121e-4073-9785-5ea521b717a2,2023-05-06 16:46:25,2.44,Bank Transfer,186.1,Desktop
7880a060-6a46-456d-9a9f-44cf2c21aed8,3d97f909-6b78-4ecf-bab4-82f084325fcc,07f1d9ed-cebb-4d9c-9e60-785c418862c3,2023-05-06 19:49:24,0.57,Credit Card,44.65,Tablet
32130e35-b2fe-44ad-8b01-dc9ae2392dcc,9390f28f-bbe3-49e6-8b66-f1f035329137,ce85ba81-94a9-4446-90af-9e84134103ad,2023-05-06 20:58:30,2.23,Bank Transfer,37.49,Tablet
73c14856-297d-4763-ab1c-59231cf3c736,1105b523-a95d-41fb-afa7-c392b8b4bedd,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2023-05-07 00:57:23,1.88,Bank Transfer,20.01,Mobile
208a5acf-6bb0-4ea7-b264-6a489c88e660,8b0e521f-8e42-40e4-b726-b23eefeaa052,6823125d-121e-4073-9785-5ea521b717a2,2023-05-07 05:00:26,4.8,Bank Transfer,91.97,Mobile
07804525-aa08-4067-a78a-aa3020e02df8,4a30385c-9eee-489d-a1a5-87db02dc3533,07f1d9ed-cebb-4d9c-9e60-785c418862c3,2023-05-07 10:51:57,1.19,Credit Card,119.07,Desktop
89e1c18c-af9a-4105-82e8-0919565f8616,911b8a16-a1ba-4949-a96e-8c5e2f80a589,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2023-05-07 13:52:28,1.16,Credit Card,179.09,Desktop
c0af3ab2-f16a-4c3f-a5ba-1854785dfb64,e34dbddc-e6f5-443c-bf0a-8da7fbc377df,5916ce30-11d5-4bc0-aadc-d1f9e4e61d08,2023-05-07 15:18:36,2.93,Credit Card,104.71,Desktop
b463382c-c4ed-4761-b149-4f57d0e0a5dd,dca02efe-bf20-4e72-a11f-6b5a9a692187,4d38cf8e-122e-4fde-9be6-5943cef97660,2023-05-07 19:41:52,3.26,PayPal,156.99,Tablet
e84b5cc4-5cf3-4491-82a9-767ff4117e86,ccdc698d-b391-44ef-be30-1975f9f8e52b,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-07 21:19:50,1.96,Bank Transfer,110.02,Mobile
dec48f03-5ddc-4eb5-a88d-63713a3bc50d,61e76a92-14a0-461a-b375-84d68d7b9cf4,9cd95457-0dc8-4c65-80ea-7b4db9d9df55,2023-05-08 02:22:31,3.45,Bank Transfer,58.39,Mobile
9dc99f56-8a9e-4147-9159-9abde38cc972,cce2a063-f0fc-40a2-8920-82ae0cc0b9d9,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-08 05:34:55,NA,PayPal,196.67,Tablet
58fec5e7-a98d-41f3-9b33-5e146b14bbd0,f48c8267-4a6c-479b-8a64-71c4ac26bd85,1a26f42a-554d-4a64-9ff4-a353b563886f,2023-05-08 12:10:21,4.02,PayPal,24.06,Mobile
abcf489c-83ad-417f-ba3f-25815ced07e5,6408521c-d095-4bbc-92b4-48743e27e7ee,2668553e-eabb-4519-b5cf-55ca9abd5474,2023-05-08 15:21:59,1.09,Credit Card,193.24,Desktop
e1a3ddc7-818e-4edb-b7bb-9f15c9c6d4e4,c1bb5960-00a8-4951-97c1-107a3f743f76,5916ce30-11d5-4bc0-aadc-d1f9e4e61d08,2023-05-08 15:29:57,3.64,PayPal,151.57,Desktop
c9937931-72a2-494a-b78e-78eb6faa5780,e47ec20e-082a-47f1-bd35-7ea66dd7b8fd,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2023-05-08 16:07:49,2.89,PayPal,93.12,Desktop
e15a9a59-254d-4574-85df-abf47cec83d5,87484b9b-664d-42da-9095-4f73f456cd71,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2023-05-08 18:52:53,2.36,Credit Card,125.06,Tablet
2f07a026-322a-4f8c-9146-3761ef624776,172c1864-d37e-4b39-85c1-0dfb1278ee0c,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2023-05-08 19:04:29,3.65,Bank Transfer,59.15,Desktop
1901e39a-9111-45e1-990e-f4e394361b93,332312a8-753d-4ee1-a0ba-43749f8257a6,ae3b4c97-da43-4c44-ad06-c409ada04238,2023-05-08 23:35:11,0.65,Bank Transfer,136.92,Desktop
032a804f-2fa0-43a5-9c52-d3a093bf69b7,1bc794d0-2fdf-45a3-b74e-ef986cc320a0,a23ac978-0434-4dd2-85b7-e356ab430c54,2023-05-09 01:11:33,3.28,Bank Transfer,27.11,Desktop
15ceca28-3b07-4f88-af63-014d17513aa6,c40dec64-4354-4542-89ba-2aef31f82eef,0cf1f38a-9132-48f3-80b8-f1b59b8eadff,2023-05-09 01:25:47,1.27,Bank Transfer,42.62,Desktop
9fedd7e6-b2e0-4029-8c26-b9f5be55bef6,80d24392-c3f5-4770-a143-5a8f146f9ba9,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2023-05-09 01:34:32,2.38,Credit Card,146.58,Desktop
c8442513-b767-43a2-96a6-4471a8e0701b,f3158f2e-c4db-4b75-ba91-62737f4fc3a4,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2023-05-09 03:01:23,3.6,PayPal,178.68,Mobile
9a71c0ff-6a34-4ef7-a137-f82cf6583991,e5b1ce4f-5a3a-4c0e-85a5-e0415d55971b,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2023-05-09 06:41:06,3.39,PayPal,176.47,Mobile
6260989d-deab-4bf2-91b7-e64e2ae4e83c,f4386502-b362-4c70-bda9-1e1c6dc8c3ff,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2023-05-09 19:47:01,2.8,Bank Transfer,NA,Mobile
0414e221-1361-47da-8025-d6c11370ff51,9bc8e018-1a85-4bb0-b370-7d72789091cb,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-09 21:51:39,1.12,Bank Transfer,37.53,Desktop
eeb4f381-2f84-4157-9c36-2234e9e214c8,c4400306-0474-4523-988b-7139453aee63,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2023-05-09 22:46:23,1.82,PayPal,149.53,Desktop
d45e0f96-f80e-4da8-9fc0-82472d039148,c2bbe8ac-0b9f-45fa-9486-ef0e362cbfd4,1a26f42a-554d-4a64-9ff4-a353b563886f,2023-05-10 02:50:21,1.03,PayPal,78.65,Desktop
384b0235-6804-43ff-a52f-952a83a81026,69a0d50e-b4b4-41df-8302-915b882db06d,4219171b-f6c5-45d4-84d2-b0f2d6af8d1c,2023-05-10 08:15:25,3.43,PayPal,117.8,Tablet
a1686778-65e2-407e-98be-a54da0076283,901bcedb-d8ef-4edd-acf3-549298b02c2e,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2023-05-10 11:51:39,2.07,Credit Card,135.1,Desktop
36fa2df6-86c3-4cbe-bf8f-33e0c18f73c1,2d0cc104-e729-4cd2-b42d-6ac508ce5c19,2668553e-eabb-4519-b5cf-55ca9abd5474,2023-05-10 12:17:44,3.12,PayPal,183.31,Desktop
527db27a-0dc0-4e16-a2ab-6720f47816db,eb763b3d-795a-41f0-8352-7a57b1ca49d7,5916ce30-11d5-4bc0-aadc-d1f9e4e61d08,2023-05-10 13:19:40,1.65,Credit Card,20.44,Mobile
81b81c93-fa79-4ec1-8b19-e9456ca53a58,2fdfed83-b5a7-400c-ade5-fd2ffefa8023,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2023-05-10 18:59:38,3.12,Credit Card,184.48,Desktop
2d2af16f-6f6f-45ed-9a8b-6a6e67041f70,9ebc3fc0-334a-45fb-83e6-5f9861183b7e,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2023-05-10 20:10:37,1.61,Credit Card,175.02,Tablet
826ddc03-378e-4507-bd8b-6cc765d04a71,344e61d2-925f-4ebf-8139-638a1c35ce7c,a23ac978-0434-4dd2-85b7-e356ab430c54,2023-05-11 01:25:58,1.28,PayPal,89.84,Desktop
756705e7-ad9b-464e-83ef-ab0139e996e0,285ac701-2d39-4ac3-9fd2-19d643fe4cbe,2668553e-eabb-4519-b5cf-55ca9abd5474,2023-05-11 15:25:26,2.59,PayPal,155.02,Tablet
bb915b1d-d750-4de2-9677-35d932b3bce1,b1eb118d-ff61-4651-a32a-61c46bd3daed,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-11 16:00:58,0.71,Bank Transfer,29.36,Desktop
57baf8f2-7beb-4671-ac2c-e6cfdd29bafe,8dc62b05-1dc2-4c26-ac60-d2e630eeca2b,1bcc25ba-7e34-4318-b972-d63c3ecc5623,2023-05-11 16:42:29,1.2,Bank Transfer,193.29,Desktop
c55933ed-7ceb-493a-b135-48c9ce439ef8,fffe45b4-c947-475a-9955-9fdea8bcf3a0,,2023-05-11 23:56:49,2.15,Credit Card,182.47,Mobile
309d66aa-64ff-40f1-b6f1-4dc72a8e3f38,40e2b8f4-8518-4f43-b5ec-6003a90f45ba,8a554f71-1506-4a60-8b76-93c3e6175eb6,2023-05-12 05:25:02,2.03,Bank Transfer,94.82,Mobile
59bbd305-b627-4ba8-a78a-76fb3ee1405c,f09027e0-8104-4378-99bd-254c66762276,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2023-05-12 06:48:25,2.12,PayPal,176.96,Mobile
032663f1-afe6-4dca-b158-2ca299ac7bbc,8ad9cdf3-b41a-4160-a4c2-6abd8c0ce9dc,82c0b061-0523-4690-9e6f-a7e2226fabc4,2023-05-12 12:50:00,3.38,PayPal,73.28,Mobile
a672315d-2916-4b98-bf73-589b3cc3ca1a,4c4786ca-4dbd-445d-988d-ce3b1c9e6088,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-12 13:01:51,3.0,Bank Transfer,137.18,Tablet
3c7c4c6b-8fbd-4834-8973-f9a3e01223d7,0f5961db-951f-48b7-8d74-429de687eec8,8a554f71-1506-4a60-8b76-93c3e6175eb6,2023-05-12 14:41:06,4.81,PayPal,115.28,Mobile
a42bc69d-9bb9-47d8-b1ce-c4252bbb303c,978c2fab-8ed2-4d43-bf59-1b6228859e3b,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2023-05-12 20:39:38,2.95,PayPal,157.31,Mobile
2698d97f-0d62-40d6-b1ac-61231374c4be,29697f56-06b3-45fd-9096-51486619ed24,9cd95457-0dc8-4c65-80ea-7b4db9d9df55,2023-05-12 22:09:15,2.08,PayPal,139.47,Mobile
8a09247e-7550-40a1-a6c9-e65d2fe72060,7b731e50-c285-4d48-9b35-744147652e5b,6823125d-121e-4073-9785-5ea521b717a2,2023-05-12 22:37:53,1.69,PayPal,176.88,Desktop
e83c1d87-8993-490e-b83b-2cdae524113c,66700a37-788b-4c70-8307-8c1cded6b720,2668553e-eabb-4519-b5cf-55ca9abd5474,2023-05-13 00:45:49,1.77,PayPal,144.82,Desktop
1901e39a-9111-45e1-990e-f4e394361b93,e9684bff-ab0c-442b-8b74-fa13252240a8,,2023-05-13 06:23:01,1.39,Credit Card,100.9,Mobile
d1aef8e1-0daf-4702-aea0-9d8461ac1f0c,a6e53323-c1ba-4ca4-8ed3-69074a04be64,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-13 11:59:04,1.91,Credit Card,143.24,Desktop
15ab9e48-873c-42e9-9249-21e376d302aa,ee964eb3-2e1e-4680-b55f-1efad19fc262,ce85ba81-94a9-4446-90af-9e84134103ad,2023-05-13 16:44:47,3.08,Bank Transfer,164.43,Tablet
00697b50-3837-43a1-a9c6-3788194e5b03,18407089-4e0a-491a-8884-e68d3fa0d889,109eb734-cfac-492f-8fa4-7c6f49207cb9,2023-05-13 17:45:06,3.27,PayPal,169.95,Desktop
b1a86edd-3d4a-40d9-bf13-08e6483c1d17,a3257a78-9599-4c72-a101-3b8cc36f4ab3,ce85ba81-94a9-4446-90af-9e84134103ad,2023-05-13 21:17:52,1.43,Bank Transfer,45.8,Tablet
3522027f-0965-4672-9aaf-fe4f55cd7676,e771af01-fd27-4f76-9bc2-6b0fda356165,1a26f42a-554d-4a64-9ff4-a353b563886f,2023-05-14 01:28:54,0.86,Credit Card,47.19,Desktop
58d0c917-1890-43d3-b210-179e0382a879,7627163f-b2de-4788-b63e-cbe4e5d1c6d7,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2023-05-14 05:14:25,3.91,Credit Card,42.89,Desktop
725ac8ad-7a77-4bbb-b9a3-37513b780b5a,916f4db8-8a09-40fe-a7cf-88144c59149a,,2023-05-14 09:19:51,2.89,PayPal,84.25,Mobile
2a463685-a661-41a8-9072-872f1c73a915,b6eda07a-9090-4d6e-80c6-dfa828533e55,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2023-05-14 10:39:25,1.68,Credit Card,171.53,Mobile
f1422bff-b707-431c-81d3-208ea2575f45,441442e6-745b-41dc-9a74-42a918de6f39,8a554f71-1506-4a60-8b76-93c3e6175eb6,2023-05-14 13:57:09,1.09,Bank Transfer,32.84,Tablet
2e25275c-427b-496a-93fc-f6570ffd667d,8a8f0e78-b4da-4184-bb46-bf9967e820e1,1a26f42a-554d-4a64-9ff4-a353b563886f,2023-05-14 14:02:56,4.4,PayPal,110.41,Desktop
3b43ea32-af9d-47bb-af99-3fdecfdede30,64e66f5b-43f4-4ceb-896d-91546cdce025,,2023-05-14 19:23:02,2.54,Credit Card,48.38,Desktop
3e6ecb12-d561-446c-939e-029bc86e258a,c29221f8-8162-4b88-9b6c-bd1c589f02c9,1a26f42a-554d-4a64-9ff4-a353b563886f,2023-05-14 22:47:29,1.99,PayPal,108.09,Tablet
50a143c7-1e59-4f83-b521-21158768368a,3a3b9b9b-e7b2-4c6b-b19d-47c5c8ced9c5,07f1d9ed-cebb-4d9c-9e60-785c418862c3,2023-05-15 03:09:37,2.6,Credit Card,34.37,Desktop
2a463685-a661-41a8-9072-872f1c73a915,9b621a86-50e5-40f6-86a6-d465b1fa2915,07f1d9ed-cebb-4d9c-9e60-785c418862c3,2023-05-15 07:12:00,4.81,PayPal,102.9,Tablet
fb8c9fbd-4302-454b-868d-affe68b7753e,12fe1399-64b2-4b07-baf5-8de2e82c1ad8,4d38cf8e-122e-4fde-9be6-5943cef97660,2023-05-15 10:05:28,0.67,PayPal,164.43,Mobile
c800fd39-8d74-416b-b7da-945c424b864a,64441b25-986a-489a-acd8-b2aa2c1965a0,61baa425-8005-4ca7-a7c2-e308bd04570e,2023-05-15 10:41:09,1.27,PayPal,189.98,Tablet
a4a8d80c-609d-4bbc-a430-0a9f43fd9078,3b654293-dd64-463e-8f4a-1dc10bd39e80,8a554f71-1506-4a60-8b76-93c3e6175eb6,2023-05-15 12:45:49,1.67,Credit Card,20.36,Desktop
921d154b-e7bb-469c-916d-f15ca8545ecc,a4dae72a-9119-4489-8075-e2c7f34f0f1d,ce85ba81-94a9-4446-90af-9e84134103ad,2023-05-15 19:58:20,3.34,Credit Card,50.47,Tablet
2c29a336-7387-4604-8a66-95ebcbebf2e1,9f5c7f44-dbf6-4440-b7bb-a25c65489ef1,4d38cf8e-122e-4fde-9be6-5943cef97660,2023-05-15 22:01:12,3.36,PayPal,64.01,Desktop
36768f5f-d54e-4ed7-a0c1-2d78a9e47825,00e5a016-c403-453c-acbb-b8a3b2c50b5a,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2023-05-16 07:08:51,1.34,Bank Transfer,35.55,Desktop
63e8406a-d61d-4870-b903-d0fb75f3e9c2,39582a5e-ac84-4beb-b85b-b6c0ed78f204,,2023-05-16 11:02:14,4.46,PayPal,172.86,Desktop
df7282bf-4276-403f-8bd4-c8cfe5aa7c32,7c873584-c99c-4c42-9be7-7963b1c97c59,9cd95457-0dc8-4c65-80ea-7b4db9d9df55,2023-05-16 21:04:32,0.71,Credit Card,58.09,Desktop
4ff6cc22-0178-4467-a13a-e1a2b46dd535,86eaa936-aa3c-4d97-b680-cdc9ac7bbd00,82c0b061-0523-4690-9e6f-a7e2226fabc4,2023-05-17 03:50:33,2.21,Bank Transfer,76.7,Desktop
4f70eb97-87a7-42e9-9e2a-7f4f04bfca91,c5ec4c83-e698-414f-ae6f-a9c572bbae18,f3bd1255-8256-4e98-8a50-fd75978f7cd3,2023-05-17 06:24:18,4.46,Credit Card,164.5,Desktop
1558a04d-bd58-42b7-befc-adb189a0f6e2,049dcfdf-d9d7-499e-8b89-9bd9d59378ab,6c29787b-0ef5-4801-bb36-8d5ff50790d5,2023-05-17 09:20:58,1.04,PayPal,139.12,Tablet
d231ae8c-9491-4b1b-a379-84023e873c5e,f381aef6-56d5-42d9-9d05-a19c5d716205,2668553e-eabb-4519-b5cf-55ca9abd5474,2023-05-17 12:19:02,2.6,Bank Transfer,112.06,Desktop
2a3117bd-0e67-4040-bb95-51eb8f1e68d5,aeb4f29c-3a85-4d87-9d24-4d122cd4591c,9cd95457-0dc8-4c65-80ea-7b4db9d9df55,2023-05-18 02:49:16,3.77,PayPal,,Desktop
